ts,value,state,source
1706694531,10970.0,discharging,history-time-empty
1706694651,70.0,discharging,history-charge
1706694651,12.004,discharging,history-rate
1706694651,9725.0,discharging,history-time-empty
1706694771,69.0,discharging,history-charge
1706694771,11.089,discharging,history-rate
1706694771,10395.0,discharging,history-time-empty
1706694891,68.0,discharging,history-charge
1706694891,9.062,discharging,history-rate
1706694891,12565.0,discharging,history-time-empty
1706695011,67.0,discharging,history-charge
1706695011,8.509,discharging,history-rate
1706695011,13246.0,discharging,history-time-empty
1706695131,8.348,discharging,history-rate
1706695131,13368.0,discharging,history-time-empty
1706695251,66.0,discharging,history-charge
1706695251,8.428,discharging,history-rate
1706695251,13096.0,discharging,history-time-empty
1706695371,65.0,discharging,history-charge
1706695371,8.792,discharging,history-rate
1706695371,12423.0,discharging,history-time-empty
1706695491,64.0,discharging,history-charge
1706695491,9.118,discharging,history-rate
1706695491,11848.0,discharging,history-time-empty
1706695611,8.382,discharging,history-rate
1706695611,12760.0,discharging,history-time-empty
1706695731,63.0,discharging,history-charge
1706695731,8.384,discharging,history-rate
1706695731,12624.0,discharging,history-time-empty
1706695851,62.0,discharging,history-charge
1706695851,8.447,discharging,history-rate
1706695851,12402.0,discharging,history-time-empty
1706695971,8.336,discharging,history-rate
1706695971,12433.0,discharging,history-time-empty
1706696091,61.0,discharging,history-charge
1706696091,8.243,discharging,history-rate
1706696091,12446.0,discharging,history-time-empty
1706696211,60.0,discharging,history-charge
1706696211,10.097,discharging,history-rate
1706696211,10004.0,discharging,history-time-empty
1706696331,59.0,discharging,history-charge
1706696331,8.989,discharging,history-rate
1706696331,11101.0,discharging,history-time-empty
1706696451,8.934,discharging,history-rate
1706696451,11036.0,discharging,history-time-empty
1706696571,58.0,discharging,history-charge
1706696571,8.572,discharging,history-rate
1706696571,11351.0,discharging,history-time-empty
1706696691,57.0,discharging,history-charge
1706696691,8.442,discharging,history-rate
1706696691,11394.0,discharging,history-time-empty
1706696811,56.0,discharging,history-charge
1706696811,12.366,discharging,history-rate
1706696811,7668.0,discharging,history-time-empty
1706696931,12.416,discharging,history-rate
1706696931,7509.0,discharging,history-time-empty
1706697051,55.0,discharging,history-charge
1706697051,9.124,discharging,history-rate
1706697051,10085.0,discharging,history-time-empty
1706697171,54.0,discharging,history-charge
1706697171,8.903,discharging,history-rate
1706697171,10197.0,discharging,history-time-empty
1706697291,53.0,discharging,history-charge
1706697291,9.214,discharging,history-rate
1706697291,9724.0,discharging,history-time-empty
1706697411,9.089,discharging,history-rate
1706697411,9731.0,discharging,history-time-empty
1706697531,52.0,discharging,history-charge
1706697531,9.423,discharging,history-rate
1706697531,9256.0,discharging,history-time-empty
1706697651,51.0,discharging,history-charge
1706697651,9.24,discharging,history-rate
1706697651,9315.0,discharging,history-time-empty
1706697771,50.0,discharging,history-charge
1706697771,9.386,discharging,history-rate
1706697771,9044.0,discharging,history-time-empty
1706697891,9.019,discharging,history-rate
1706697891,9284.0,discharging,history-time-empty
1706698011,49.0,discharging,history-charge
1706698011,8.918,discharging,history-rate
1706698011,9252.0,discharging,history-time-empty
1706698131,48.0,discharging,history-charge
1706698131,9.052,discharging,history-rate
1706698131,8988.0,discharging,history-time-empty
1706698251,9.338,discharging,history-rate
1706698251,8585.0,discharging,history-time-empty
1706698371,47.0,discharging,history-charge
1706698371,14.329,discharging,history-rate
1706698371,5489.0,discharging,history-time-empty
1706698491,46.0,discharging,history-charge
1706698491,13.081,discharging,history-rate
1706698491,5881.0,discharging,history-time-empty
1706698611,44.0,discharging,history-charge
1706698611,20.628,discharging,history-rate
1706698611,3628.0,discharging,history-time-empty
1706698731,43.0,discharging,history-charge
1706698731,13.995,discharging,history-rate
1706698731,5214.0,discharging,history-time-empty
1706698851,42.0,discharging,history-charge
1706698851,20.975,discharging,history-rate
1706698851,3370.0,discharging,history-time-empty
1706698971,40.0,discharging,history-charge
1706698971,25.121,discharging,history-rate
1706698971,2691.0,discharging,history-time-empty
1706699091,39.0,discharging,history-charge
1706699091,15.269,discharging,history-rate
1706699091,4276.0,discharging,history-time-empty
1706699211,37.0,discharging,history-charge
1706699211,22.042,discharging,history-rate
1706699211,2833.0,discharging,history-time-empty
1706699331,36.0,discharging,history-charge
1706699331,16.624,discharging,history-rate
1706699331,3633.0,discharging,history-time-empty
1706699451,35.0,discharging,history-charge
1706699451,14.616,discharging,history-rate
1706699451,4002.0,discharging,history-time-empty
1706699571,34.0,discharging,history-charge
1706699571,19.736,discharging,history-rate
1706699571,2869.0,discharging,history-time-empty
1706699691,32.0,discharging,history-charge
1706699691,17.391,discharging,history-rate
1706699691,3134.0,discharging,history-time-empty
1706699811,31.0,discharging,history-charge
1706699811,14.197,discharging,history-rate
1706699811,3707.0,discharging,history-time-empty
1706699931,30.0,discharging,history-charge
1706699931,14.373,discharging,history-rate
1706699931,3519.0,discharging,history-time-empty
1706700051,29.0,discharging,history-charge
1706700051,13.929,discharging,history-rate
1706700051,3499.0,discharging,history-time-empty
1706700171,28.0,discharging,history-charge
1706700171,14.71,discharging,history-rate
1706700171,3181.0,discharging,history-time-empty
1706700291,26.0,discharging,history-charge
1706700291,15.714,discharging,history-rate
1706700291,2854.0,discharging,history-time-empty
1706700411,9.824,discharging,history-rate
1706700411,4408.0,discharging,history-time-empty
1706700531,25.0,discharging,history-charge
1706700531,9.915,discharging,history-rate
1706700531,4240.0,discharging,history-time-empty
1706700651,24.0,discharging,history-charge
1706700651,12.655,discharging,history-rate
1706700651,3203.0,discharging,history-time-empty
1706700771,23.0,discharging,history-charge
1706700771,9.535,discharging,history-rate
1706700771,4092.0,discharging,history-time-empty
1706700891,22.0,discharging,history-charge
1706700891,9.516,discharging,history-rate
1706700891,3968.0,discharging,history-time-empty
1706701011,21.0,discharging,history-charge
1706701011,9.362,discharging,history-rate
1706701011,3903.0,discharging,history-time-empty
1706701131,10.589,discharging,history-rate
1706701131,3324.0,discharging,history-time-empty
1706701213,20.0,discharging,history-charge
1706701213,12.283,discharging,history-rate
1706701213,2778.0,discharging,history-time-empty
1706701243,10.578,discharging,history-rate
1706701243,3199.0,discharging,history-time-empty
1706701273,9.985,discharging,history-rate
1706701273,3353.0,discharging,history-time-empty
1706701303,19.0,discharging,history-charge
1706701303,9.993,discharging,history-rate
1706701303,3317.0,discharging,history-time-empty
1706701333,9.771,discharging,history-rate
1706701333,3356.0,discharging,history-time-empty
1706701363,9.945,discharging,history-rate
1706701363,3272.0,discharging,history-time-empty
1706701393,9.855,discharging,history-rate
1706701393,3265.0,discharging,history-time-empty
1706701423,9.926,discharging,history-rate
1706701423,3213.0,discharging,history-time-empty
1706701453,18.0,discharging,history-charge
1706701453,9.805,discharging,history-rate
1706701453,3216.0,discharging,history-time-empty
1706701483,9.898,discharging,history-rate
1706701483,3160.0,discharging,history-time-empty
1706701487,11.85,pending-charge,history-rate
1706701487,9.898,pending-charge,history-rate
1706701487,0.0,pending-charge,history-time-empty
1706701488,13671.0,charging,history-time-full
1706701490,13650.0,charging,history-time-full
1706701540,20.0,charging,history-charge
1706701540,59.749,charging,history-rate
1706701540,2211.0,charging,history-time-full
1706701660,24.0,charging,history-charge
1706701660,60.346,charging,history-rate
1706701660,2068.0,charging,history-time-full
1706701780,29.0,charging,history-charge
1706701780,60.567,charging,history-rate
1706701780,1941.0,charging,history-time-full
1706701900,33.0,charging,history-charge
1706701900,55.347,charging,history-rate
1706701900,1994.0,charging,history-time-full
1706702020,37.0,charging,history-charge
1706702020,55.303,charging,history-rate
1706702020,1878.0,charging,history-time-full
1706702140,41.0,charging,history-charge
1706702140,51.015,charging,history-rate
1706702140,1913.0,charging,history-time-full
1706702260,44.0,charging,history-charge
1706702260,45.584,charging,history-rate
1706702260,2015.0,charging,history-time-full
1706702380,47.0,charging,history-charge
1706702380,40.648,charging,history-rate
1706702380,2131.0,charging,history-time-full
1706702500,50.0,charging,history-charge
1706702500,40.3,charging,history-rate
1706702500,2027.0,charging,history-time-full
1706702620,53.0,charging,history-charge
1706702620,35.95,charging,history-rate
1706702620,2150.0,charging,history-time-full
1706702740,55.0,charging,history-charge
1706702740,30.558,charging,history-rate
1706702740,2399.0,charging,history-time-full
1706702860,58.0,charging,history-charge
1706702860,30.591,charging,history-rate
1706702860,2274.0,charging,history-time-full
1706702980,60.0,charging,history-charge
1706702980,30.726,charging,history-rate
1706702980,2146.0,charging,history-time-full
1706703100,62.0,charging,history-charge
1706703100,30.835,charging,history-rate
1706703100,2019.0,charging,history-time-full
1706703220,64.0,charging,history-charge
1706703220,30.97,charging,history-rate
1706703220,1892.0,charging,history-time-full
1706703340,66.0,charging,history-charge
1706703340,31.118,charging,history-rate
1706703340,1763.0,charging,history-time-full
1706703460,69.0,charging,history-charge
1706703460,31.266,charging,history-rate
1706703460,1637.0,charging,history-time-full
1706703580,71.0,charging,history-charge
1706703580,31.419,charging,history-rate
1706703580,1513.0,charging,history-time-full
1706703700,73.0,charging,history-charge
1706703700,31.578,charging,history-rate
1706703700,1387.0,charging,history-time-full
1706703820,75.0,charging,history-charge
1706703820,31.751,charging,history-rate
1706703820,1263.0,charging,history-time-full
1706703940,77.0,charging,history-charge
1706703940,31.914,charging,history-rate
1706703940,1142.0,charging,history-time-full
1706704060,80.0,charging,history-charge
1706704060,32.087,charging,history-rate
1706704060,1020.0,charging,history-time-full
1706704084,32.124,charging,history-rate
1706704084,996.0,charging,history-time-full
1706704204,82.0,charging,history-charge
1706704204,32.3,charging,history-rate
1706704204,879.0,charging,history-time-full
1706704324,84.0,charging,history-charge
1706704324,29.951,charging,history-rate
1706704324,828.0,charging,history-time-full
1706704444,86.0,charging,history-charge
1706704444,26.544,charging,history-rate
1706704444,815.0,charging,history-time-full
1706704564,88.0,charging,history-charge
1706704564,23.535,charging,history-rate
1706704564,801.0,charging,history-time-full
1706704684,89.0,charging,history-charge
1706704684,20.877,charging,history-rate
1706704684,782.0,charging,history-time-full
1706704804,91.0,charging,history-charge
1706704804,18.637,charging,history-rate
1706704804,759.0,charging,history-time-full
1706704924,92.0,charging,history-charge
1706704924,16.66,charging,history-rate
1706704924,732.0,charging,history-time-full
1706705044,93.0,charging,history-charge
1706705044,14.924,charging,history-rate
1706705044,697.0,charging,history-time-full
1706705164,94.0,charging,history-charge
1706705164,13.451,charging,history-rate
1706705164,658.0,charging,history-time-full
1706705284,95.0,charging,history-charge
1706705284,12.153,charging,history-rate
1706705284,610.0,charging,history-time-full
1706705404,96.0,charging,history-charge
1706705404,11.013,charging,history-rate
1706705404,555.0,charging,history-time-full
1706705524,10.048,charging,history-rate
1706705524,490.0,charging,history-time-full
1706705644,97.0,charging,history-charge
1706705644,9.171,charging,history-rate
1706705644,416.0,charging,history-time-full
1706705764,98.0,charging,history-charge
1706705764,8.398,charging,history-rate
1706705764,334.0,charging,history-time-full
1706705884,7.731,charging,history-rate
1706705884,246.0,charging,history-time-full
1706706004,99.0,charging,history-charge
1706706004,7.118,charging,history-rate
1706706004,156.0,charging,history-time-full
1706706124,6.591,charging,history-rate
1706706124,49.0,charging,history-time-full
1706706244,6.099,charging,history-rate
1706706244,0.0,charging,history-time-full
1706706364,5.677,charging,history-rate
1706706484,5.291,charging,history-rate
1706706604,4.939,charging,history-rate
1706706724,4.605,charging,history-rate
1706706844,4.324,charging,history-rate
1706706964,4.061,charging,history-rate
1706707084,3.797,charging,history-rate
1706707204,3.586,charging,history-rate
1706707324,3.375,charging,history-rate
1706707444,3.182,charging,history-rate
1706707564,3.006,charging,history-rate
1706707684,2.848,charging,history-rate
1706707710,100.0,fully-charged,history-charge
1706707710,0.218,fully-charged,history-rate
1706707830,5.677,fully-charged,history-rate
1706739395,29404.0,discharging,history-time-empty
1706739402,29398.0,discharging,history-time-empty
1706948237,52.0,discharging,history-charge
1706948237,0.388,discharging,history-rate
1706948237,225463.0,discharging,history-time-empty
1706948357,51.0,discharging,history-charge
1706948357,17.081,discharging,history-rate
1706948357,4997.0,discharging,history-time-empty
1706948477,50.0,discharging,history-charge
1706948477,14.822,discharging,history-rate
1706948477,5654.0,discharging,history-time-empty
1706948597,49.0,discharging,history-charge
1706948597,11.062,discharging,history-rate
1706948597,7455.0,discharging,history-time-empty
1706948717,48.0,discharging,history-charge
1706948717,10.764,discharging,history-rate
1706948717,7545.0,discharging,history-time-empty
1706948837,47.0,discharging,history-charge
1706948837,10.592,discharging,history-rate
1706948837,7541.0,discharging,history-time-empty
1706948957,11.433,discharging,history-rate
1706948957,6864.0,discharging,history-time-empty
1706949077,46.0,discharging,history-charge
1706949077,11.282,discharging,history-rate
1706949077,6838.0,discharging,history-time-empty
1706949197,45.0,discharging,history-charge
1706949197,11.281,discharging,history-rate
1706949197,6723.0,discharging,history-time-empty
1706949317,44.0,discharging,history-charge
1706949317,14.451,discharging,history-rate
1706949317,5146.0,discharging,history-time-empty
1706949437,42.0,discharging,history-charge
1706949437,19.761,discharging,history-rate
1706949437,3630.0,discharging,history-time-empty
1706949557,41.0,discharging,history-charge
1706949557,13.639,discharging,history-rate
1706949557,5139.0,discharging,history-time-empty
1706949677,14.612,discharging,history-rate
1706949677,4683.0,discharging,history-time-empty
1706949797,39.0,discharging,history-charge
1706949797,16.616,discharging,history-rate
1706949797,4003.0,discharging,history-time-empty
1706949917,38.0,discharging,history-charge
1706949917,16.801,discharging,history-rate
1706949917,3833.0,discharging,history-time-empty
1706950037,37.0,discharging,history-charge
1706950037,14.621,discharging,history-rate
1706950037,4281.0,discharging,history-time-empty
1706950157,36.0,discharging,history-charge
1706950157,16.47,discharging,history-rate
1706950157,3659.0,discharging,history-time-empty
1706950277,35.0,discharging,history-charge
1706950277,14.089,discharging,history-rate
1706950277,4159.0,discharging,history-time-empty
1706950396,34.0,discharging,history-charge
1706950396,12.962,discharging,history-rate
1706950396,4382.0,discharging,history-time-empty
1706950516,33.0,discharging,history-charge
1706950516,12.964,discharging,history-rate
1706950516,4257.0,discharging,history-time-empty
1706950636,32.0,discharging,history-charge
1706950636,14.436,discharging,history-rate
1706950636,3710.0,discharging,history-time-empty
1706950756,31.0,discharging,history-charge
1706950756,13.512,discharging,history-rate
1706950756,3831.0,discharging,history-time-empty
1706950818,30.0,pending-charge,history-charge
1706950818,14.141,pending-charge,history-rate
1706950818,13.512,pending-charge,history-rate
1706950818,0.0,pending-charge,history-time-empty
1706950820,8589.0,charging,history-time-full
1706950824,58.989,charging,history-rate
1706950824,1963.0,charging,history-time-full
1706950944,34.0,charging,history-charge
1706950944,60.265,charging,history-rate
1706950944,1807.0,charging,history-time-full
1706951064,38.0,charging,history-charge
1706951064,55.094,charging,history-rate
1706951064,1857.0,charging,history-time-full
1706951184,42.0,charging,history-charge
1706951184,52.907,charging,history-rate
1706951184,1811.0,charging,history-time-full
1706951304,45.0,charging,history-charge
1706951304,45.339,charging,history-rate
1706951304,1998.0,charging,history-time-full
1706951424,48.0,charging,history-charge
1706951424,44.907,charging,history-rate
1706951424,1899.0,charging,history-time-full
1706951544,52.0,charging,history-charge
1706951544,40.291,charging,history-rate
1706951544,1990.0,charging,history-time-full
1706951664,54.0,charging,history-charge
1706951664,40.35,charging,history-rate
1706951664,1872.0,charging,history-time-full
1706951784,57.0,charging,history-charge
1706951784,35.987,charging,history-rate
1706951784,1980.0,charging,history-time-full
1706951904,59.0,charging,history-charge
1706951904,30.549,charging,history-rate
1706951904,2210.0,charging,history-time-full
1706952024,61.0,charging,history-charge
1706952024,30.641,charging,history-rate
1706952024,2087.0,charging,history-time-full
1706952144,63.0,charging,history-charge
1706952144,30.767,charging,history-rate
1706952144,1962.0,charging,history-time-full
1706952264,66.0,charging,history-charge
1706952264,30.907,charging,history-rate
1706952264,1839.0,charging,history-time-full
1706952384,68.0,charging,history-charge
1706952384,31.039,charging,history-rate
1706952384,1716.0,charging,history-time-full
1706952504,70.0,charging,history-charge
1706952504,31.183,charging,history-rate
1706952504,1596.0,charging,history-time-full
1706952624,72.0,charging,history-charge
1706952624,31.34,charging,history-rate
1706952624,1472.0,charging,history-time-full
1706952744,74.0,charging,history-charge
1706952744,31.488,charging,history-rate
1706952744,1352.0,charging,history-time-full
1706952864,76.0,charging,history-charge
1706952864,31.643,charging,history-rate
1706952864,1233.0,charging,history-time-full
1706952984,78.0,charging,history-charge
1706952984,31.794,charging,history-rate
1706952984,1115.0,charging,history-time-full
1706953077,80.0,charging,history-charge
1706953077,31.946,charging,history-rate
1706953077,1022.0,charging,history-time-full
1706953197,82.0,charging,history-charge
1706953197,32.107,charging,history-rate
1706953197,907.0,charging,history-time-full
1706953317,84.0,charging,history-charge
1706953317,32.279,charging,history-rate
1706953317,791.0,charging,history-time-full
1706953437,86.0,charging,history-charge
1706953437,30.893,charging,history-rate
1706953437,713.0,charging,history-time-full
1706953557,88.0,charging,history-charge
1706953557,27.243,charging,history-rate
1706953557,695.0,charging,history-time-full
1706953677,90.0,charging,history-charge
1706953677,24.097,charging,history-rate
1706953677,667.0,charging,history-time-full
1706953797,91.0,charging,history-charge
1706953797,21.403,charging,history-rate
1706953797,637.0,charging,history-time-full
1706953917,93.0,charging,history-charge
1706953917,19.046,charging,history-rate
1706953917,602.0,charging,history-time-full
1706954037,94.0,charging,history-charge
1706954037,16.973,charging,history-rate
1706954037,559.0,charging,history-time-full
1706954157,95.0,charging,history-charge
1706954157,15.222,charging,history-rate
1706954157,510.0,charging,history-time-full
1706954277,96.0,charging,history-charge
1706954277,13.661,charging,history-rate
1706954277,453.0,charging,history-time-full
1706954397,97.0,charging,history-charge
1706954397,12.329,charging,history-rate
1706954397,388.0,charging,history-time-full
1706954517,11.172,charging,history-rate
1706954517,315.0,charging,history-time-full
1706954637,98.0,charging,history-charge
1706954637,10.154,charging,history-rate
1706954637,233.0,charging,history-time-full
1706954757,99.0,charging,history-charge
1706954757,9.258,charging,history-rate
1706954757,136.0,charging,history-time-full
1706954877,8.471,charging,history-rate
1706954877,42.0,charging,history-time-full
1706954997,7.768,charging,history-rate
1706954997,27.0,charging,history-time-full
1706955117,7.171,charging,history-rate
1706955117,30.0,charging,history-time-full
1706955237,6.626,charging,history-rate
1706955237,32.0,charging,history-time-full
1706955357,6.098,charging,history-rate
1706955357,35.0,charging,history-time-full
1706955477,5.659,charging,history-rate
1706955477,38.0,charging,history-time-full
1706955597,5.256,charging,history-rate
1706955597,41.0,charging,history-time-full
1706955717,4.887,charging,history-rate
1706955717,44.0,charging,history-time-full
1706955837,4.571,charging,history-rate
1706955837,47.0,charging,history-time-full
1706955957,4.254,charging,history-rate
1706955957,50.0,charging,history-time-full
1706956077,3.99,charging,history-rate
1706956077,54.0,charging,history-time-full
1706956197,3.744,charging,history-rate
1706956197,57.0,charging,history-time-full
1706956317,3.498,charging,history-rate
1706956317,61.0,charging,history-time-full
1706956437,3.287,charging,history-rate
1706956437,65.0,charging,history-time-full
1706956557,3.094,charging,history-rate
1706956557,69.0,charging,history-time-full
1706956677,2.919,charging,history-rate
1706956677,73.0,charging,history-time-full
1706956727,100.0,fully-charged,history-charge
1706956727,0.245,fully-charged,history-rate
1706956727,0.0,fully-charged,history-time-full
1706956848,7.768,fully-charged,history-rate
1706962804,0.0,unknown,history-charge
1706962804,0.0,unknown,history-rate
1706962804,0.0,unknown,history-time-empty
1706962804,0.0,unknown,history-time-full
1706962925,100.0,fully-charged,history-charge
1706976787,0.0,unknown,history-charge
1706976787,0.0,unknown,history-rate
1706976787,0.0,unknown,history-time-empty
1706976787,0.0,unknown,history-time-full
1706976929,72.0,discharging,history-charge
1706976929,0.456,discharging,history-rate
1706976929,264947.0,discharging,history-time-empty
1706977049,71.0,discharging,history-charge
1706977049,12.041,discharging,history-rate
1706977049,9908.0,discharging,history-time-empty
1706977170,70.0,discharging,history-charge
1706977170,12.733,discharging,history-rate
1706977170,9248.0,discharging,history-time-empty
1706977394,69.0,discharging,history-charge
1706977394,0.404,discharging,history-rate
1706977394,288089.0,discharging,history-time-empty
1706977514,68.0,discharging,history-charge
1706977514,11.959,discharging,history-rate
1706977514,9599.0,discharging,history-time-empty
1706977635,11.693,discharging,history-rate
1706977635,9701.0,discharging,history-time-empty
1706979375,67.0,discharging,history-charge
1706979375,0.387,discharging,history-rate
1706979375,290139.0,discharging,history-time-empty
1706979495,66.0,discharging,history-charge
1706979495,10.864,discharging,history-rate
1706979495,10202.0,discharging,history-time-empty
1706979617,65.0,discharging,history-charge
1706979617,11.088,discharging,history-rate
1706979617,9870.0,discharging,history-time-empty
1706979737,64.0,discharging,history-charge
1706979737,13.132,discharging,history-rate
1706979737,8199.0,discharging,history-time-empty
1706980139,63.0,discharging,history-charge
1706980139,1.021,discharging,history-rate
1706980139,104121.0,discharging,history-time-empty
1706980259,62.0,discharging,history-charge
1706980259,12.452,discharging,history-rate
1706980259,8410.0,discharging,history-time-empty
1706980379,61.0,discharging,history-charge
1706980379,11.902,discharging,history-rate
1706980379,8677.0,discharging,history-time-empty
1706980501,12.047,discharging,history-rate
1706980501,8444.0,discharging,history-time-empty
1706991266,58.0,discharging,history-charge
1706991266,0.393,discharging,history-rate
1706991266,246412.0,discharging,history-time-empty
1706991386,57.0,discharging,history-charge
1706991386,9.886,discharging,history-rate
1706991386,9675.0,discharging,history-time-empty
1706991456,56.0,discharging,history-charge
1706991456,0.391,discharging,history-rate
1706991456,242884.0,discharging,history-time-empty
1706991576,10.627,discharging,history-rate
1706991576,8800.0,discharging,history-time-empty
1706991696,55.0,discharging,history-charge
1706991696,10.741,discharging,history-rate
1706991696,8583.0,discharging,history-time-empty
1706991816,54.0,discharging,history-charge
1706991816,11.552,discharging,history-rate
1706991816,7853.0,discharging,history-time-empty
1706991941,0.42,discharging,history-rate
1706991941,214371.0,discharging,history-time-empty
1706992061,53.0,discharging,history-charge
1706992061,12.022,discharging,history-rate
1706992061,7378.0,discharging,history-time-empty
1706992181,52.0,discharging,history-charge
1706992181,11.004,discharging,history-rate
1706992181,7940.0,discharging,history-time-empty
1706992255,0.403,discharging,history-rate
1706992255,215553.0,discharging,history-time-empty
1706993085,51.0,discharging,history-charge
1706993085,0.388,discharging,history-rate
1706993085,219989.0,discharging,history-time-empty
1706993205,50.0,discharging,history-charge
1706993205,10.239,discharging,history-rate
1706993205,8216.0,discharging,history-time-empty
1706993325,49.0,discharging,history-charge
1706993325,11.892,discharging,history-rate
1706993325,6953.0,discharging,history-time-empty
1706993445,48.0,discharging,history-charge
1706993445,10.682,discharging,history-rate
1706993445,7606.0,discharging,history-time-empty
1706999744,46.0,charging,history-charge
1706999744,61.209,charging,history-rate
1706999744,0.0,charging,history-time-empty
1706999744,1445.0,charging,history-time-full
1706999745,47.0,charging,history-charge
1706999745,61.296,charging,history-rate
1706999745,1438.0,charging,history-time-full
1706999865,49.0,charging,history-charge
1706999865,32.217,charging,history-rate
1706999865,2601.0,charging,history-time-full
1706999985,51.0,charging,history-charge
1706999985,30.448,charging,history-rate
1706999985,2629.0,charging,history-time-full
1707000105,54.0,charging,history-charge
1707000105,30.558,charging,history-rate
1707000105,2497.0,charging,history-time-full
1707000225,56.0,charging,history-charge
1707000225,30.662,charging,history-rate
1707000225,2369.0,charging,history-time-full
1707000345,58.0,charging,history-charge
1707000345,30.702,charging,history-rate
1707000345,2243.0,charging,history-time-full
1707000465,60.0,charging,history-charge
1707000465,30.901,charging,history-rate
1707000465,2107.0,charging,history-time-full
1707000585,63.0,charging,history-charge
1707000585,30.292,charging,history-rate
1707000585,2028.0,charging,history-time-full
1707000705,65.0,charging,history-charge
1707000705,31.164,charging,history-rate
1707000705,1851.0,charging,history-time-full
1707000825,67.0,charging,history-charge
1707000825,31.192,charging,history-rate
1707000825,1733.0,charging,history-time-full
1707000945,69.0,charging,history-charge
1707000945,31.28,charging,history-rate
1707000945,1608.0,charging,history-time-full
1707001065,71.0,charging,history-charge
1707001065,31.446,charging,history-rate
1707001065,1482.0,charging,history-time-full
1707001185,74.0,charging,history-charge
1707001185,31.598,charging,history-rate
1707001185,1359.0,charging,history-time-full
1707001305,76.0,charging,history-charge
1707001305,31.81,charging,history-rate
1707001305,1232.0,charging,history-time-full
1707001425,78.0,charging,history-charge
1707001425,31.925,charging,history-rate
1707001425,1112.0,charging,history-time-full
1707001528,80.0,charging,history-charge
1707001528,32.048,charging,history-rate
1707001528,1007.0,charging,history-time-full
1707001648,82.0,charging,history-charge
1707001648,32.21,charging,history-rate
1707001648,889.0,charging,history-time-full
1707001768,84.0,charging,history-charge
1707001768,30.826,charging,history-rate
1707001768,808.0,charging,history-time-full
1707001886,86.0,charging,history-charge
1707001886,27.282,charging,history-rate
1707001886,793.0,charging,history-time-full
1707002006,88.0,charging,history-charge
1707002006,24.097,charging,history-rate
1707002006,776.0,charging,history-time-full
1707002126,90.0,charging,history-charge
1707002126,21.384,charging,history-rate
1707002126,754.0,charging,history-time-full
1707002246,91.0,charging,history-charge
1707002246,19.077,charging,history-rate
1707002246,726.0,charging,history-time-full
1707002366,92.0,charging,history-charge
1707002366,17.044,charging,history-rate
1707002366,692.0,charging,history-time-full
1707002486,93.0,charging,history-charge
1707002486,15.292,charging,history-rate
1707002486,654.0,charging,history-time-full
1707002606,94.0,charging,history-charge
1707002606,13.749,charging,history-rate
1707002606,602.0,charging,history-time-full
1707002726,95.0,charging,history-charge
1707002726,12.365,charging,history-rate
1707002726,553.0,charging,history-time-full
1707002846,96.0,charging,history-charge
1707002846,11.119,charging,history-rate
1707002846,495.0,charging,history-time-full
1707002966,97.0,charging,history-charge
1707002966,9.996,charging,history-rate
1707002966,432.0,charging,history-time-full
1707022903,100.0,discharging,history-charge
1707022903,0.4,discharging,history-rate
1707022903,417420.0,discharging,history-time-empty
1707022903,0.0,discharging,history-time-full
1707023024,11.108,discharging,history-rate
1707023024,15031.0,discharging,history-time-empty
1707023144,10.535,discharging,history-rate
1707023144,15848.0,discharging,history-time-empty
1707023264,9.103,discharging,history-rate
1707023264,18342.0,discharging,history-time-empty
1707023384,99.0,discharging,history-charge
1707023384,9.477,discharging,history-rate
1707023384,17553.0,discharging,history-time-empty
1707023504,98.0,discharging,history-charge
1707023504,16.125,discharging,history-rate
1707023504,10220.0,discharging,history-time-empty
1707023624,97.0,discharging,history-charge
1707023624,13.706,discharging,history-rate
1707023624,11893.0,discharging,history-time-empty
1707023744,96.0,discharging,history-charge
1707023744,16.488,discharging,history-rate
1707023744,9770.0,discharging,history-time-empty
1707023864,95.0,discharging,history-charge
1707023864,10.09,discharging,history-rate
1707023864,15809.0,discharging,history-time-empty
1707023984,94.0,discharging,history-charge
1707023984,12.008,discharging,history-rate
1707023984,13164.0,discharging,history-time-empty
1707024104,93.0,discharging,history-charge
1707024104,12.705,discharging,history-rate
1707024104,12320.0,discharging,history-time-empty
1707024224,92.0,discharging,history-charge
1707024224,18.104,discharging,history-rate
1707024224,8554.0,discharging,history-time-empty
1707024344,91.0,discharging,history-charge
1707024344,13.182,discharging,history-rate
1707024344,11617.0,discharging,history-time-empty
1707024464,90.0,discharging,history-charge
1707024464,12.637,discharging,history-rate
1707024464,11953.0,discharging,history-time-empty
1707024584,89.0,discharging,history-charge
1707024584,15.798,discharging,history-rate
1707024584,9434.0,discharging,history-time-empty
1707024704,88.0,discharging,history-charge
1707024704,12.224,discharging,history-rate
1707024704,12033.0,discharging,history-time-empty
1707024824,87.0,discharging,history-charge
1707024824,13.29,discharging,history-rate
1707024824,10932.0,discharging,history-time-empty
1707024944,85.0,discharging,history-charge
1707024944,19.513,discharging,history-rate
1707024944,7357.0,discharging,history-time-empty
1707025064,84.0,discharging,history-charge
1707025064,11.378,discharging,history-rate
1707025064,12466.0,discharging,history-time-empty
1707025184,11.912,discharging,history-rate
1707025184,11780.0,discharging,history-time-empty
1707025304,82.0,discharging,history-charge
1707025304,12.489,discharging,history-rate
1707025304,11074.0,discharging,history-time-empty
1707025424,81.0,discharging,history-charge
